"id"	"space"	"start"	"end"	"wilcoxon.p.value"	"hyper?"	"fisher.p.value"	"tmr.ratio"	"nor.ratio"	"OR"	"CI_95_L"	"CI_95_H"	"cytoband"	"DM.band?"	"TSS near"	"pos"	"strand"	"distance"
"671.chr20.21485932"	"chr20"	21485933	21496714	5.75055754836904e-09	TRUE	5.8429809010159e-05	17	0.818181818181818	19.3327155784523	3.3880860519688	209.797459654033	"q13.43"	FALSE	"ZNF582"	56896553	"-"	16558
"113.chr20.22557517"	"chr20"	22557518	22559240	2.97814156053645e-08	TRUE	1.40710934642703e-06	6.2	0.25	22.7058056174634	4.9300587922517	137.481358099127	"q13.43"	FALSE	"ZNF582"	56904889	"-"	0
"279.chr20.22562736"	"chr20"	22562737	22566104	5.95856261328925e-08	TRUE	0.000186320094921617	3.5	0.333333333333333	9.95892251439785	2.51596696905587	47.047235674164	"q13.43"	FALSE	"ZNF835"	57183123	"-"	0
"40.chr20.22567453"	"chr20"	22567454	22567880	1.78159704899396e-06	TRUE	4.89013219097256e-06	2	0.0526315789473684	35.5283337343948	4.61655516798264	1626.86443587111	"q13.43"	FALSE	"PEG3-AS1"	57323848	"+"	-46906
"118.chr20.25063838"	"chr20"	25063839	25065525	2.18820695414927e-07	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"q13.43"	FALSE	"DUXA"	57665850	"-"	54913
"380.chr20.37352130"	"chr20"	37352131	37357372	4.18033516498383e-09	TRUE	5.35926234318766e-07	11	0.333333333333333	29.8061226110011	5.84542350457438	221.164066985874	"q13.43"	FALSE	"DUXA"	57665850	"-"	47402
"315.chr20.39316550"	"chr20"	39316551	39319987	1.78159704899396e-06	TRUE	0.0178976406159483	8	1.5	5.15283780773975	1.13278991993137	27.9560585568958	"q13.43"	FALSE	"ZNF671"	58233065	"-"	12548
"36.chr20.39321289"	"chr20"	39321290	39321647	4.03435779707258e-07	TRUE	0.000367514880271297	8	0.666666666666667	11.3189750250607	2.59399097939194	62.0353769115237	"q13.43"	FALSE	"ZNF418"	58446740	"-"	0
"84.chr20.47934839"	"chr20"	47934840	47935684	1.78159704899396e-06	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q13.43"	FALSE	"ZNF132"	58951589	"-"	0
"92.chr21.22369423"	"chr21"	22369424	22370582	4.54646965381304e-07	TRUE	9.58298247712e-08	3.5	0.0526315789473684	60.2886057931336	7.55088948205361	2804.52138894319	"p12"	TRUE	"ZNF492"	22817126	"+"	-10405
"202.chr21.34442206"	"chr21"	34442207	34444543	1.49796100357441e-07	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"p13.2"	FALSE	"ICAM4"	10397643	"+"	0
"84.chr21.38119793"	"chr21"	38119794	38120742	4.03435779707258e-07	TRUE	2.54122776916202e-08	4.14285714285714	0.0526315789473684	70.4890519842793	8.68230189389187	3301.23298905306	"p13.2"	FALSE	"ZNF823"	11834157	"-"	28257
"37.chr3.5137548"	"chr3"	5137549	5137977	6.47142211496392e-07	TRUE	9.28699433333137e-07	3.5	0.111111111111111	28.96665481259	5.31276612195656	307.598507732361	"p13.12"	FALSE	"EPHX3"	15343231	"-"	-861
"40.chr3.27765196"	"chr3"	27765197	27765675	8.15253553205288e-07	TRUE	2.54122776916202e-08	4.14285714285714	0.0526315789473684	70.4890519842793	8.68230189389187	3301.23298905306	"p12"	TRUE	"ZNF429"	21719082	"+"	50108
"266.chr3.61546328"	"chr3"	61546329	61549669	5.75813055918063e-07	TRUE	5.54138517417087e-06	1.4	0	Inf	5.53101801676002	Inf	"p12"	TRUE	"ZNF676"	22379753	"-"	-89615
"25.chr3.122296612"	"chr3"	122296613	122296828	4.18033516498383e-09	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q12"	FALSE	"ZNF536"	30863328	"+"	-147575
"45.chr3.125075915"	"chr3"	125075916	125076481	1.24114430676944e-08	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"q13.12"	FALSE	"ZNF382"	37096207	"+"	0
"155.chr3.129693127"	"chr3"	129693128	129694841	5.11887290861639e-07	TRUE	0.000756429149077466	11	1	10.424945588171	2.15474117259343	70.5377888888254	"q13.31"	FALSE	"ZNF229"	44952665	"-"	0
"16.chr3.137479995"	"chr3"	137479996	137480197	1.93449969959129e-08	TRUE	7.24055079234573e-07	5	0.176470588235294	25.8897653843047	5.34696875471149	182.784234213691	"q13.32"	FALSE	"NOVA2"	46457204	"-"	701
"31.chr3.137480557"	"chr3"	137480558	137480957	6.82030842905097e-08	TRUE	7.81368730078395e-06	6.2	0.333333333333333	17.2402009853464	3.94965471577507	94.1074112864094	"q13.33"	FALSE	"VRK3"	50528805	"-"	-25208
"26.chr3.137489051"	"chr3"	137489052	137489409	1.43079778931587e-06	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q13.41"	FALSE	"IGLON5"	51830334	"+"	0
"104.chr3.137489594"	"chr3"	137489595	137491004	1.78159704899396e-06	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q13.41"	FALSE	"SIGLEC5"	52115675	"-"	10677
"210.chr3.147108511"	"chr3"	147108512	147111703	2.55759077588583e-09	TRUE	0.000219506579794923	17	1	15.9411082147589	2.77683686377378	172.893971451677	"q13.42"	FALSE	"ZNF415"	53636173	"-"	0
"71.chr3.147113608"	"chr3"	147113609	147114479	2.58264151450318e-08	TRUE	1.12889023371455e-05	8	0.428571428571429	17.302275995489	3.85100605448098	100.021902765414	"q13.42"	FALSE	"MIR935"	54485561	"+"	-3606
"180.chr3.147126988"	"chr3"	147126989	147128999	1.93449969959129e-08	TRUE	5.8429809010159e-05	17	0.818181818181818	19.3327155784523	3.3880860519688	209.797459654033	"q13.43"	FALSE	"ZIK1"	58095628	"+"	0
"23.chr3.147130342"	"chr3"	147130343	147130577	1.93049976864389e-07	TRUE	5.35926234318766e-07	11	0.333333333333333	29.8061226110011	5.84542350457438	221.164066985874	"q13.43"	FALSE	"ZNF671"	58238995	"-"	0
"59.chr3.147138916"	"chr3"	147138917	147139564	7.85909803160398e-09	TRUE	1.38892952509011e-05	11	0.538461538461538	18.9087459861971	3.89100681371515	131.259581768158	"q13.43"	FALSE	"ZNF606"	58514714	"-"	-6041
"49.chr3.154146347"	"chr3"	154146348	154146965	4.37324425833331e-10	TRUE	1.74481967473321e-09	6.2	0.0526315789473684	101.726253944959	11.9032994887592	4855.96723552285	"p25.2"	FALSE	"SOX11"	5832799	"+"	0
"63.chr3.157812053"	"chr3"	157812054	157812764	4.03435779707258e-07	TRUE	0.00274961435937715	8	1	7.64474244538589	1.74490957140837	41.2326325249457	"p24.1"	FALSE	"OSR1"	19552171	"-"	210
"34.chr3.157821232"	"chr3"	157821233	157821604	3.5550811932381e-09	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"p24.1"	FALSE	"OSR1"	19553598	"-"	166
"21.chr3.170303044"	"chr3"	170303045	170303249	1.59722716158885e-06	TRUE	0.000171663997625776	3	0.25	11.3554312909999	2.7551486556757	59.6650247846938	"p24.1"	FALSE	"OSR1"	19558372	"-"	0
"24.chr3.170303532"	"chr3"	170303533	170303768	1.2806757144433e-06	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"p24.1"	FALSE	"OSR1"	19558372	"-"	-2592
"107.chr3.172165372"	"chr3"	172165373	172166738	3.62010043738065e-10	TRUE	5.9981795210146e-07	17	0.428571428571429	35.736712600691	6.10896558201166	399.930899433747	"p23.1"	FALSE	"LBH"	30454397	"+"	0
"92.chr3.192232072"	"chr3"	192232073	192233137	7.60002154692682e-10	TRUE	3.99357979686625e-07	4.14285714285714	0.111111111111111	33.927287639466	6.10538589411323	367.198679642719	"p22.2"	TRUE	"CYP1B1"	38302532	"-"	0
"109.chr3.194117601"	"chr3"	194117602	194118988	6.47142211496392e-07	TRUE	2.54122776916202e-08	4.14285714285714	0.0526315789473684	70.4890519842793	8.68230189389187	3301.23298905306	"p21"	FALSE	"SIX3"	45169037	"+"	-11988
"129.chr3.194207385"	"chr3"	194207386	194208785	1.4410853561162e-08	TRUE	4.95217062583074e-05	8	0.538461538461538	13.9025158255254	3.15489681856211	77.7256183027875	"p21"	FALSE	"SIX3"	45171707	"+"	55938
"38.chr4.379899"	"chr4"	379900	380399	5.11887290861639e-07	TRUE	9.58298247712e-08	3.5	0.0526315789473684	60.2886057931336	7.55088948205361	2804.52138894319	"p21"	FALSE	"SIX3"	45171707	"+"	59505
"58.chr4.4868440"	"chr4"	4868441	4869173	2.23669305703057e-08	TRUE	9.58298247712e-08	3.5	0.0526315789473684	60.2886057931336	7.55088948205361	2804.52138894319	"p21"	FALSE	"SIX3"	45171707	"+"	60075
"254.chr4.8893371"	"chr4"	8893372	8896268	1.78159704899396e-06	TRUE	0.00011876086193964	4.14285714285714	0.333333333333333	11.7138225109284	2.89006976934853	57.170299001202	"p15"	FALSE	"EHBP1"	63272545	"+"	8490
"132.chr4.13524062"	"chr4"	13524063	13526083	2.80301082625901e-07	TRUE	5.84298090101592e-05	11	0.666666666666667	15.4133870635268	3.20003387695271	105.761788911298	"p14"	FALSE	"MEIS1"	66798378	"+"	10191
"28.chr4.15704640"	"chr4"	15704641	15705000	2.55759077588583e-09	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"p13.3"	FALSE	"FIGLA"	71017775	"-"	0
"35.chr4.25090106"	"chr4"	25090107	25090510	1.14537035425161e-06	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"p13.3"	FALSE	"ATP6V1B1"	71162998	"+"	-30742
"26.chr4.74864113"	"chr4"	74864114	74864329	4.03435779707258e-07	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"p13.3"	FALSE	"ATP6V1B1"	71162998	"+"	-28206
"31.chr4.85402764"	"chr4"	85402765	85403175	2.47782428124e-07	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"p13.1"	FALSE	"DQX1"	74745729	"-"	1934
"217.chr4.85417659"	"chr4"	85417660	85420799	1.35112229615403e-10	TRUE	1.05141018406727e-08	11	0.176470588235294	53.8920035345838	9.33060452931043	483.771725277404	"p12"	TRUE	"LRRTM1"	80531003	"-"	157
"19.chr4.104640559"	"chr4"	104640560	104640797	4.54646965381304e-07	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"p11.2"	FALSE	"TCF7L1"	85360583	"+"	0
"59.chr4.111532647"	"chr4"	111532648	111533391	1.59722716158885e-06	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"p11.2"	FALSE	"FOXI3"	88752053	"-"	0
"24.chr4.111539228"	"chr4"	111539229	111539483	4.03435779707258e-07	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q11.2"	FALSE	"CNGA3"	98962618	"+"	256
"22.chr4.111549879"	"chr4"	111549880	111550203	2.47782428124e-07	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q12.1"	FALSE	"MRPS9"	105654483	"+"	-192713
"46.chr4.111554965"	"chr4"	111554966	111555504	6.72796175443373e-09	TRUE	3.99357979686625e-07	4.14285714285714	0.111111111111111	33.927287639466	6.10538589411323	367.198679642719	"q13"	FALSE	"MIR4435-2"	112078663	"-"	197698
"55.chr4.113431825"	"chr4"	113431826	113432596	3.16778322047639e-07	TRUE	5.29052221114198e-09	8	0.111111111111111	62.1974024773632	10.0390684076578	758.466936933953	"q13"	FALSE	"PSD4"	113958735	"+"	75860
"143.chr4.121992003"	"chr4"	121992004	121993703	5.95856261328925e-08	TRUE	0.000621854260950715	6.2	0.666666666666667	8.84077244728864	2.16130126642605	42.6236613684012	"q14.1"	FALSE	"DPP10"	116066815	"+"	-146050
"162.chr4.134071662"	"chr4"	134071663	134073628	2.46121005685715e-10	TRUE	5.84298090101592e-05	11	0.666666666666667	15.4133870635268	3.20003387695271	105.761788911298	"q14.2"	FALSE	"INSIG2"	118865857	"+"	115913
"39.chr4.155254130"	"chr4"	155254131	155254603	1.49796100357441e-07	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"q14.2"	FALSE	"MARCO"	119699745	"+"	-98779
"117.chr4.172733734"	"chr4"	172733735	172735118	3.01812508616895e-09	TRUE	1.74481967473321e-09	6.2	0.0526315789473684	101.726253944959	11.9032994887592	4855.96723552285	"q14.2"	FALSE	"MARCO"	119699745	"+"	-95259
"27.chr4.174427891"	"chr4"	174427892	174428192	6.47142211496392e-07	TRUE	2.54122776916202e-08	4.14285714285714	0.0526315789473684	70.4890519842793	8.68230189389187	3301.23298905306	"q14.2"	FALSE	"MARCO"	119699745	"+"	-91835
"58.chr4.174430386"	"chr4"	174430387	174430861	5.75055754836904e-09	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q14.2"	FALSE	"MARCO"	119699745	"+"	-84180
"57.chr4.174443365"	"chr4"	174443366	174443948	5.95856261328925e-08	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"q24.1"	FALSE	"KCNJ3"	155555093	"+"	0
"74.chr4.174451828"	"chr4"	174451829	174452962	6.82030842905097e-08	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"q24.1"	FALSE	"GALNT5"	158114340	"+"	-936994
"306.chr5.1874907"	"chr5"	1874908	1879032	9.16595174371749e-09	TRUE	5.08781262506834e-08	8	0.176470588235294	40.1613122451965	7.56080412393462	316.908516069481	"q24.2"	FALSE	"TBR1"	162279880	"+"	3702
"25.chr5.1879689"	"chr5"	1879690	1879928	1.93449969959129e-08	TRUE	5.68890800165471e-05	6.2	0.428571428571429	13.538343604256	3.20930099549961	69.413869855345	"q31.1"	TRUE	"TLK1"	171850466	"-"	276562
"648.chr5.2748368"	"chr5"	2748369	2757024	4.03435779707258e-07	TRUE	0.00240380521392163	17	1.5	10.7724102835662	1.81107225051286	118.045971312678	"q31.1"	TRUE	"TLK1"	171850466	"-"	170108
"112.chr5.3590644"	"chr5"	3590645	3592000	5.19952989196264e-08	TRUE	1.74481967473321e-09	6.2	0.0526315789473684	101.726253944959	11.9032994887592	4855.96723552285	"q31.1"	TRUE	"METAP1D"	172945056	"+"	0
"584.chr5.3594467"	"chr5"	3594468	3603054	1.67082426172136e-08	TRUE	0.00062076288491383	35	1.5	21.8879281779882	2.52408164851973	1057.05384196028	"q31.1"	TRUE	"METAP1D"	172945056	"+"	856
"105.chr5.42951076"	"chr5"	42951077	42952410	1.59722716158885e-06	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q31.1"	TRUE	"METAP1D"	172945056	"+"	27749
"27.chr5.42994626"	"chr5"	42994627	42994936	1.31745599853161e-07	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"q31.1"	TRUE	"HOXD12"	176964530	"+"	-31867
"21.chr5.42995122"	"chr5"	42995123	42995415	1.53901365535296e-09	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q31.1"	TRUE	"HOXD12"	176964530	"+"	-16084
"53.chr5.50685453"	"chr5"	50685454	50686148	2.18820695414927e-07	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q31.1"	TRUE	"HOXD12"	176964530	"+"	0
"54.chr5.54519054"	"chr5"	54519055	54519628	1.01579992815092e-07	TRUE	5.35926234318766e-07	11	0.333333333333333	29.8061226110011	5.84542350457438	221.164066985874	"q31.1"	TRUE	"HOXD-AS2"	176999678	"-"	4121
"100.chr5.63256548"	"chr5"	63256549	63257886	2.47782428124e-07	TRUE	0.0183841315916788	35	3	11.1365358079895	1.11353918272218	565.157512479194	"q31.1"	TRUE	"MIR10B"	177015031	"+"	-2356
"76.chr5.72529099"	"chr5"	72529100	72529976	5.95856261328925e-08	TRUE	3.20634285266577e-06	3	0.111111111111111	25.0407956616755	4.66060046742043	262.891138275285	"q31.1"	TRUE	"HOXD-AS1"	177041420	"-"	11479
"60.chr5.76923887"	"chr5"	76923888	76924502	2.80301082625901e-07	TRUE	2.93057568107647e-10	5	0	Inf	16.9569384876703	Inf	"q31.1"	TRUE	"HOXD-AS1"	177041420	"-"	4207
"60.chr5.76934581"	"chr5"	76934582	76935296	1.78159704899396e-06	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q33.1"	FALSE	"SATB2"	200320819	"-"	0
"176.chr5.92906239"	"chr5"	92906240	92908875	5.75813055918063e-07	TRUE	0.0192436494323287	17	2.33333333333333	7.00068954873073	1.08544200573297	79.0057813259492	"q36.1"	FALSE	"CCDC140"	223162866	"+"	-947
"27.chr5.92930529"	"chr5"	92930530	92930830	1.2806757144433e-06	TRUE	5.40300186151443e-05	1	0	Inf	3.98875241049732	Inf	"q36.1"	FALSE	"CCDC140"	223162866	"+"	81
"230.chr5.113696516"	"chr5"	113696517	113699195	5.75055754836904e-09	TRUE	1.12889023371455e-05	8	0.428571428571429	17.302275995489	3.85100605448098	100.021902765414	"p25.2"	FALSE	"SOX11"	5832799	"+"	-1386
"122.chr5.115151348"	"chr5"	115151349	115152713	2.9887213167936e-10	TRUE	1.35257339126606e-11	8	0	Inf	24.1162335546797	Inf	"q12.1"	FALSE	"MRPS9"	105654483	"+"	-175295
"72.chr5.115298350"	"chr5"	115298351	115299137	5.95856261328925e-08	TRUE	8.67224972700092e-08	5	0.111111111111111	40.4970792455695	7.09272403721689	446.942070449281	"q13"	FALSE	"PSD4"	113958735	"+"	74625
"66.chr5.122430676"	"chr5"	122430677	122431443	1.43079778931587e-06	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q14.2"	FALSE	"MARCO"	119699745	"+"	-82919
"167.chr5.128795503"	"chr5"	128795504	128797417	4.37324425833331e-10	TRUE	7.05592452443793e-09	5	0.0526315789473684	83.7494855020111	10.0914607522922	3955.58818369652	"q31.1"	TRUE	"TLK1"	171850466	"-"	173486
"157.chr5.133449320"	"chr5"	133449321	133451260	5.11887290861639e-07	TRUE	0.00011876086193964	4.14285714285714	0.333333333333333	11.7138225109284	2.89006976934853	57.170299001202	"q31.1"	TRUE	"SP9"	175199821	"+"	-6057
"186.chr5.134374385"	"chr5"	134374386	134376751	5.11887290861639e-07	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q31.1"	TRUE	"SP9"	175200835	"+"	4009
"87.chr5.134825398"	"chr5"	134825399	134826496	7.79767546671455e-08	TRUE	0.0844614504991863	17	3	5.47547224146661	0.788761594680204	63.6945617739301	"q31.1"	TRUE	"HOXD12"	176964530	"+"	-31081
"134.chr5.136834016"	"chr5"	136834017	136835146	4.03435779707258e-07	TRUE	0.000839865319263343	1	0.0526315789473684	18.1732706646227	2.38401148128743	828.639632671113	"q31.1"	TRUE	"HOXD12"	176964530	"+"	-14735
"84.chr5.140568216"	"chr5"	140568217	140569118	8.15253553205288e-07	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q31.1"	TRUE	"HOXD12"	176965250	"+"	15516
"62.chr5.140794358"	"chr5"	140794359	140795045	1.2806757144433e-06	TRUE	9.28699433333137e-07	3.5	0.111111111111111	28.96665481259	5.31276612195656	307.598507732361	"q31.1"	TRUE	"MIR10B"	177015031	"+"	9471
"41.chr5.140797162"	"chr5"	140797163	140797701	1.14537035425161e-06	TRUE	4.89013219097256e-06	2	0.0526315789473684	35.5283337343948	4.61655516798264	1626.86443587111	"q31.1"	TRUE	"HOXD-AS1"	177041420	"-"	1469
"29.chr5.140800760"	"chr5"	140800761	140801072	5.11887290861639e-07	TRUE	9.28699433333137e-07	3.5	0.111111111111111	28.96665481259	5.31276612195656	307.598507732361	"q31.3"	TRUE	"NEUROD1"	182545392	"-"	-2482
"138.chr5.145718289"	"chr5"	145718290	145720095	5.19952989196264e-08	TRUE	0.000219506579794923	17	1	15.9411082147589	2.77683686377378	172.893971451677	"q33.1"	FALSE	"SATB2"	200335989	"-"	0
"34.chr5.145722467"	"chr5"	145722468	145722925	5.27047927812968e-10	TRUE	2.54122776916202e-08	4.14285714285714	0.0526315789473684	70.4890519842793	8.68230189389187	3301.23298905306	"p12.3"	FALSE	"PROKR2"	5295015	"-"	-1252
"60.chr5.158527374"	"chr5"	158527375	158527983	1.14537035425161e-06	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"p11.23"	FALSE	"INSM1"	20348765	"+"	0
"411.chr5.170735169"	"chr5"	170735170	170739863	1.08609886729845e-09	TRUE	5.35926234318766e-07	11	0.333333333333333	29.8061226110011	5.84542350457438	221.164066985874	"p11.22"	TRUE	"XRN2"	21369911	"+"	116022
"96.chr5.170741603"	"chr5"	170741604	170742751	1.01831235931945e-14	TRUE	2.94037693753491e-13	17	0	Inf	38.807364468028	Inf	"p11.21"	FALSE	"LINC00261"	22559280	"-"	40
"72.chr5.170743178"	"chr5"	170743179	170744107	1.09982826368297e-10	TRUE	6.69425816112113e-11	11	0.0526315789473684	166.717038979351	17.7044174054212	8268.41021371672	"p11.21"	FALSE	"LINC00261"	22559280	"-"	-3457
"112.chr5.172659049"	"chr5"	172659050	172660277	1.2806757144433e-06	TRUE	3.20634285266577e-06	3	0.111111111111111	25.0407956616755	4.66060046742043	262.891138275285	"p11.21"	FALSE	"LINC00261"	22559280	"-"	-8174
"91.chr5.172670829"	"chr5"	172670830	172671824	4.90702577662228e-09	TRUE	5.29052221114198e-09	8	0.111111111111111	62.1974024773632	10.0390684076578	758.466936933953	"p11.21"	FALSE	"ACSS1"	25038818	"-"	-25021
"48.chr5.172672311"	"chr5"	172672312	172672971	4.03435779707258e-07	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"q11.23"	FALSE	"SLC32A1"	37353105	"+"	0
"97.chr5.174151478"	"chr5"	174151479	174152364	5.11887290861639e-07	TRUE	0.00011876086193964	4.14285714285714	0.333333333333333	11.7138225109284	2.89006976934853	57.170299001202	"q12"	FALSE	"PLCG1"	39766161	"+"	-446174
"88.chr5.174158680"	"chr5"	174158681	174159729	3.01812508616895e-09	TRUE	1.38892952509011e-05	11	0.538461538461538	18.9087459861971	3.89100681371515	131.259581768158	"q12"	FALSE	"PLCG1"	39766161	"+"	-444514
"191.chr6.6002471"	"chr6"	6002472	6005125	2.9752541358416e-11	TRUE	5.9981795210146e-07	17	0.428571428571429	35.736712600691	6.10896558201166	399.930899433747	"q13.13"	TRUE	"ZFAS1"	47905582	"+"	29258
"16.chr6.10390888"	"chr6"	10390889	10391098	9.13855124933101e-07	TRUE	7.24055079234573e-07	5	0.176470588235294	25.8897653843047	5.34696875471149	182.784234213691	"p11.21"	FALSE	"LINC00261"	22559280	"-"	-274
"19.chr6.27647793"	"chr6"	27647794	27648005	3.94490847569569e-08	TRUE	3.73790321530768e-07	8	0.25	28.8842089389859	5.91697695425833	191.750363384091	"q21.1"	FALSE	"NCAM2"	22370633	"+"	-51
"40.chr6.28781857"	"chr6"	28781858	28782302	1.93049976864389e-07	TRUE	5.08781262506834e-08	8	0.176470588235294	40.1613122451965	7.56080412393462	316.908516069481	"q22.11"	FALSE	"OLIG1"	34442450	"+"	0
"42.chr6.28956106"	"chr6"	28956107	28956578	1.49796100357441e-07	TRUE	1.38892952509011e-05	11	0.538461538461538	18.9087459861971	3.89100681371515	131.259581768158	"q22.13"	FALSE	"SIM2"	38117029	"+"	2765
"53.chr6.43612714"	"chr6"	43612715	43613366	6.47142211496392e-07	TRUE	2.79644080144199e-05	5	0.333333333333333	14.0281524465668	3.35488083108322	71.6187856371574	"q22.12"	FALSE	"RUNX1-IT1"	36411723	"-"	12464
"29.chr6.50810642"	"chr6"	50810643	50810994	4.03435779707258e-07	TRUE	8.67224972700092e-08	5	0.111111111111111	40.4970792455695	7.09272403721689	446.942070449281	"q13.31"	FALSE	"ATXN10"	46239549	"+"	36817
"38.chr6.50813314"	"chr6"	50813315	50813699	3.16778322047639e-07	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"p26.1"	FALSE	"ARL8B"	5163930	"+"	-25953
"131.chr6.78172231"	"chr6"	78172232	78174088	2.58264151450318e-08	TRUE	7.24055079234573e-07	5	0.176470588235294	25.8897653843047	5.34696875471149	182.784234213691	"p24.1"	FALSE	"EOMES"	27764206	"-"	-991
"188.chr6.85482569"	"chr6"	85482570	85484718	5.11887290861639e-07	TRUE	6.38223082120995e-06	5	0.25	18.5141917044458	4.18714346256947	106.068259550665	"p14.2"	FALSE	"PTPRG"	61547243	"+"	0
"23.chr6.100895773"	"chr6"	100895774	100896062	2.47782428124e-07	TRUE	0.000219506579794923	17	1	15.9411082147589	2.77683686377378	172.893971451677	"q21.1"	FALSE	"DTX3L"	122290525	"+"	6088
"63.chr6.100905952"	"chr6"	100905953	100906686	3.94490847569569e-08	TRUE	2.23376456634405e-06	8	0.333333333333333	21.9877321105056	4.73996927920641	133.712465582352	"q21.2"	TRUE	"ZNF148"	125094198	"-"	17717
"27.chr6.101846766"	"chr6"	101846767	101847135	1.14537035425161e-06	TRUE	7.24055079234573e-07	5	0.176470588235294	25.8897653843047	5.34696875471149	182.784234213691	"q22.1"	FALSE	"TRH"	129693236	"+"	0
"29.chr6.105400877"	"chr6"	105400878	105401149	4.53176596162093e-08	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q22.3"	TRUE	"SOX14"	137483134	"+"	-2937
"38.chr6.106433984"	"chr6"	106433985	106434459	1.08609886729845e-09	TRUE	1.4159237758533e-05	17	0.666666666666667	23.5438184160191	4.11792156688633	256.261292193752	"q22.3"	TRUE	"SOX14"	137483134	"+"	-2177
"233.chr6.108437998"	"chr6"	108437999	108441208	1.15746217198175e-07	TRUE	2.54122776916202e-08	4.14285714285714	0.0526315789473684	70.4890519842793	8.68230189389187	3301.23298905306	"q22.3"	TRUE	"SOX14"	137483134	"+"	5918
"318.chr6.108485671"	"chr6"	108485672	108490539	7.60002154692682e-10	TRUE	1.01462553396473e-07	17	0.333333333333333	45.142317557877	7.5210222998364	517.290801589086	"q22.3"	TRUE	"SOX14"	137483134	"+"	6461
"81.chr6.137814355"	"chr6"	137814356	137815202	6.47142211496392e-07	TRUE	7.81368730078395e-06	6.2	0.333333333333333	17.2402009853464	3.94965471577507	94.1074112864094	"q24"	TRUE	"ZIC1"	147127181	"+"	-15478
"46.chr6.142409473"	"chr6"	142409474	142410112	3.5550811932381e-09	TRUE	1.12889023371455e-05	8	0.428571428571429	17.302275995489	3.85100605448098	100.021902765414	"q24"	TRUE	"ZIC1"	147127181	"+"	-12702
"86.chr6.166401526"	"chr6"	166401527	166402659	2.18820695414927e-07	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q24"	TRUE	"ZIC1"	147127181	"+"	0
"270.chr6.166579973"	"chr6"	166579974	166583423	9.0950059216437e-10	TRUE	7.05592452443793e-09	5	0.0526315789473684	83.7494855020111	10.0914607522922	3955.58818369652	"q24"	TRUE	"ZIC1"	147130305	"+"	38
"923.chr7.1269165"	"chr7"	1269166	1282864	2.16340206159327e-09	TRUE	5.08781262506834e-08	8	0.176470588235294	40.1613122451965	7.56080412393462	316.908516069481	"q24"	TRUE	"ZIC1"	147131141	"+"	7776
"71.chr7.8481974"	"chr7"	8481975	8482762	1.70141512872959e-07	TRUE	0.000756429149077466	17	1.22222222222222	13.131566777829	2.25741453598138	143.153570006636	"q25.2"	FALSE	"DHX36"	154042286	"-"	-104062
