chr	start	end	fisher.p.value	tmr.ratio	nor.ratio	OR	CI_95_L	CI_95_H	cytoband	DM.band?	CpGi	DM.island?	closest.TSS	pos	dir	dist	overlapped.TSS	overlapped.pos	ovrl.dir	norm.700.reads.min	norm.700.reads.25q	norm.700.reads.med	norm.700.reads.75q	norm.700.reads.max
chr8	109094201	109094300	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	q23.1	FALSE	NA	NA	RSPO2	109095913	-	1612	RSPO2	109095913	-	0	1	5	8	29
chr8	109094301	109094400	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q23.1	FALSE	NA	NA	RSPO2	109095913	-	1512	RSPO2	109095913	-	0	1	3	5	18
chr8	109094401	109094500	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q23.1	FALSE	NA	NA	RSPO2	109095913	-	1412	RSPO2	109095913	-	0	0	3	5	20
chr8	109094501	109094600	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	1312	RSPO2	109095913	-	0	0	3	5	20
chr8	109094601	109094700	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	1212	RSPO2	109095913	-	0	0	3	5	20
chr8	109094701	109094800	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	1112	RSPO2	109095913	-	0	1	3	5	22
chr8	109094801	109094900	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	1012	RSPO2	109095913	-	0	1	4	10	21
chr8	109094901	109095000	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	912	RSPO2	109095913	-	0	1	4	7	19
chr8	109095001	109095100	2.06330384847420e-09	0.68	0	Inf	11.0515348517354	Inf	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	812	RSPO2	109095913	-	0	1	3	5	22
chr8	109095101	109095200	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	712	RSPO2	109095913	-	0	1	2	5	23
chr8	109095201	109095300	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	612	RSPO2	109095913	-	0	1	3	5	24
chr8	109095301	109095400	8.1706606386889e-07	0.62	0.04	37.4440610039254	5.26196598456985	1645.61659177298	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	512	RSPO2	109095913	-	0	1	3	8	58
chr8	109095401	109095500	1.18460167991838e-06	0.6	0.04	34.5016826809153	4.85668736263062	1515.76518649609	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	412	RSPO2	109095913	-	0	1	7	12	57
chr8	109095501	109095600	1.03720063146621e-05	0.54	0.04	27.1548788159106	3.83074108928244	1192.9052090041	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	312	RSPO2	109095913	-	0	1	7	11	70
chr8	109095601	109095700	2.95319244176022e-06	0.58	0.04	31.8286428014096	4.48517001565726	1398.06721870058	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	212	RSPO2	109095913	-	0	1	6	11	70
chr8	109095701	109095800	8.32566219344364e-06	0.56	0.04	29.3895276745645	4.14461948106342	1290.89682733225	q23.1	FALSE	CpG: 118.chr8.109094485	TRUE	RSPO2	109095913	-	112	RSPO2	109095913	-	0	1	5	11	70
chr8	109095801	109095900	8.32566219344364e-06	0.56	0.04	29.3895276745645	4.14461948106342	1290.89682733225	q23.1	FALSE	NA	NA	RSPO2	109095913	-	12	RSPO2	109095913	-	0	1	4	11	70
chr8	109095901	109096000	8.32566219344364e-06	0.56	0.04	29.3895276745645	4.14461948106342	1290.89682733225	q23.1	FALSE	NA	NA	RSPO2	109095913	-	0	RSPO2	109095913	-	0	1	4	11	70
chr8	110703201	110703300	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	q23.2	FALSE	NA	NA	SYBU	110704020	-	719	SYBU	110704020	-	0	1	6	9	22
chr8	110703301	110703400	2.06330384847420e-09	0.68	0	Inf	11.0515348517354	Inf	q23.2	FALSE	NA	NA	SYBU	110704020	-	619	SYBU	110704020	-	0	1	6	9	24
chr8	110703401	110703500	2.06330384847420e-09	0.68	0	Inf	11.0515348517354	Inf	q23.2	FALSE	NA	NA	SYBU	110704020	-	519	SYBU	110704020	-	0	1	6	9	24
chr8	110703501	110703600	2.06330384847420e-09	0.68	0	Inf	11.0515348517354	Inf	q23.2	FALSE	CpG: 44.chr8.110703409	TRUE	SYBU	110704020	-	419	SYBU	110704020	-	0	1	5	10	25
chr8	110703601	110703700	6.38904672628041e-09	0.66	0	Inf	10.1563818270619	Inf	q23.2	FALSE	CpG: 44.chr8.110703409	TRUE	SYBU	110704020	-	319	SYBU	110704020	-	0	1	5	10	28
chr8	110703701	110703800	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	q23.2	FALSE	CpG: 44.chr8.110703409	TRUE	SYBU	110704020	-	219	SYBU	110704020	-	0	1	5	10	19
chr8	110703801	110703900	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q23.2	FALSE	NA	NA	SYBU	110704020	-	119	SYBU	110704020	-	0	1	3	8	14
chr8	110985901	110986000	3.76868150713644e-07	0.56	0	Inf	6.78990287815956	Inf	q23.2	FALSE	NA	NA	KCNV1	110988076	-	2075	KCNV1	110988076	-	0	1	2	7	42
chr8	110986001	110986100	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q23.2	FALSE	NA	NA	KCNV1	110988076	-	1975	KCNV1	110988076	-	0	2	3	8	50
chr8	110986101	110986200	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q23.2	FALSE	NA	NA	KCNV1	110988076	-	1875	KCNV1	110988076	-	0	2	4	7	51
chr8	110986201	110986300	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q23.2	FALSE	CpG: 79.chr8.110986113	TRUE	KCNV1	110988076	-	1775	KCNV1	110988076	-	0	1	4	8	41
chr8	110986301	110986400	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q23.2	FALSE	CpG: 79.chr8.110986113	TRUE	KCNV1	110988076	-	1675	KCNV1	110988076	-	0	2	5	11	47
chr8	110986401	110986500	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q23.2	FALSE	CpG: 79.chr8.110986113	TRUE	KCNV1	110988076	-	1575	KCNV1	110988076	-	0	2	4	14	55
chr8	110986501	110986600	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q23.2	FALSE	CpG: 79.chr8.110986113	TRUE	KCNV1	110988076	-	1475	KCNV1	110988076	-	0	1	5	8	35
chr8	110986601	110986700	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q23.2	FALSE	CpG: 79.chr8.110986113	TRUE	KCNV1	110988076	-	1375	KCNV1	110988076	-	0	2	5	8	32
chr8	110986701	110986800	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q23.2	FALSE	CpG: 79.chr8.110986113	TRUE	KCNV1	110988076	-	1275	KCNV1	110988076	-	0	1	3	5	19
chr8	110986801	110986900	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q23.2	FALSE	CpG: 79.chr8.110986113	TRUE	KCNV1	110988076	-	1175	KCNV1	110988076	-	0	1	3	5	20
chr8	110986901	110987000	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q23.2	FALSE	NA	NA	KCNV1	110988076	-	1075	KCNV1	110988076	-	0	1	3	5	22
chr8	110987001	110987100	1.02430286580253e-07	0.6	0	Inf	7.95451912844582	Inf	q23.2	FALSE	NA	NA	KCNV1	110988076	-	975	KCNV1	110988076	-	0	1	3	5	11
chr8	110987101	110987200	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q23.2	FALSE	NA	NA	KCNV1	110988076	-	875	KCNV1	110988076	-	0	1	2	3	11
chr8	110987601	110987700	2.39424021943811e-05	0.44	0	Inf	4.21432383740927	Inf	q23.2	FALSE	NA	NA	KCNV1	110988076	-	375	KCNV1	110988076	-	0	1	2	6	11
chr8	110987701	110987800	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q23.2	FALSE	NA	NA	KCNV1	110988076	-	275	KCNV1	110988076	-	0	2	3	7	14
chr8	110987801	110987900	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q23.2	FALSE	NA	NA	KCNV1	110988076	-	175	KCNV1	110988076	-	0	2	3	6	14
chr8	110987901	110988000	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	q23.2	FALSE	CpG: 18.chr8.110987857	TRUE	KCNV1	110988076	-	75	KCNV1	110988076	-	0	2	3	6	11
chr8	110988001	110988100	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	q23.2	FALSE	NA	NA	KCNV1	110988076	-	0	KCNV1	110988076	-	0	2	3	7	10
chr8	110988101	110988200	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q23.2	FALSE	NA	NA	KCNV1	110988076	-	-24	KCNV1	110988076	-	0	2	3	5	8
chr8	114444701	114444800	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	4441	CSMD3	114449242	-	0	1	2	4	15
chr8	114444801	114444900	2.06330384847420e-09	0.68	0	Inf	11.0515348517354	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	4341	CSMD3	114449242	-	0	2	3	5	15
chr8	114444901	114445000	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q23.3	FALSE	CpG: 21.chr8.114444826	TRUE	CSMD3	114449242	-	4241	CSMD3	114449242	-	0	1	3	5	10
chr8	114445001	114445100	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	4141	CSMD3	114449242	-	0	1	2	5	14
chr8	114445101	114445200	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	4041	CSMD3	114449242	-	0	1	3	6	14
chr8	114445201	114445300	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	3941	CSMD3	114449242	-	0	1	3	4	12
chr8	114445401	114445500	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	3741	CSMD3	114449242	-	0	1	3	5	28
chr8	114445501	114445600	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	3641	CSMD3	114449242	-	0	1	4	9	32
chr8	114445601	114445700	9.51565919949972e-09	0.72	0.04	58.106937447902	8.0264300068734	2565.48449367881	q23.3	FALSE	NA	NA	CSMD3	114449242	-	3541	CSMD3	114449242	-	0	2	5	7	32
chr8	114445701	114445800	9.51565919949972e-09	0.72	0.04	58.106937447902	8.0264300068734	2565.48449367881	q23.3	FALSE	NA	NA	CSMD3	114449242	-	3441	CSMD3	114449242	-	0	2	5	8	32
chr8	114445801	114445900	9.51565919949972e-09	0.72	0.04	58.106937447902	8.0264300068734	2565.48449367881	q23.3	FALSE	NA	NA	CSMD3	114449242	-	3341	CSMD3	114449242	-	0	2	5	8	32
chr8	114445901	114446000	9.51565919949972e-09	0.72	0.04	58.106937447902	8.0264300068734	2565.48449367881	q23.3	FALSE	NA	NA	CSMD3	114449242	-	3241	CSMD3	114449242	-	0	2	5	8	32
chr8	114446001	114446100	1.04528056944565e-07	0.66	0.04	44.3183310391255	6.19806725629232	1950.14271495308	q23.3	FALSE	NA	NA	CSMD3	114449242	-	3141	CSMD3	114449242	-	0	2	6	10	32
chr8	114446801	114446900	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	2341	CSMD3	114449242	-	0	0	2	5	29
chr8	114446901	114447000	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	2241	CSMD3	114449242	-	0	0	2	5	23
chr8	114447001	114447100	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	2141	CSMD3	114449242	-	0	0	2	5	23
chr8	114447101	114447200	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	2041	CSMD3	114449242	-	0	0	1	5	11
chr8	114447201	114447300	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	1941	CSMD3	114449242	-	0	0	1	7	12
chr8	114447301	114447400	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	1841	CSMD3	114449242	-	0	0	1	5	12
chr8	114448901	114449000	2.4255335275299e-05	0.52	0.04	25.099990242656	3.540291834278	1102.9641056649	q23.3	FALSE	NA	NA	CSMD3	114449242	-	241	CSMD3	114449242	-	0	1	5	9	31
chr8	114449001	114449100	1.03720063146621e-05	0.54	0.04	27.1548788159106	3.83074108928244	1192.9052090041	q23.3	FALSE	NA	NA	CSMD3	114449242	-	141	CSMD3	114449242	-	0	1	4	11	32
chr8	114449101	114449200	1.03720063146621e-05	0.54	0.04	27.1548788159106	3.83074108928244	1192.9052090041	q23.3	FALSE	NA	NA	CSMD3	114449242	-	41	CSMD3	114449242	-	0	1	5	9	20
chr8	114449201	114449300	1.03720063146621e-05	0.54	0.04	27.1548788159106	3.83074108928244	1192.9052090041	q23.3	FALSE	NA	NA	CSMD3	114449242	-	0	CSMD3	114449242	-	0	2	6	11	22
chr8	114449301	114449400	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	-58	CSMD3	114449242	-	0	2	6	11	22
chr8	114449401	114449500	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	-158	CSMD3	114449242	-	0	1	5	8	23
chr8	114449501	114449600	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	-258	CSMD3	114449242	-	0	0	2	4	22
chr8	114449601	114449700	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	-358	CSMD3	114449242	-	0	0	2	4	22
chr8	114449701	114449800	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q23.3	FALSE	NA	NA	CSMD3	114449242	-	-458	CSMD3	114449242	-	0	0	2	4	22
chr8	121137301	121137400	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q24.12	FALSE	CpG: 50.chr8.121137099	TRUE	COL14A1	121137347	+	0	COL14A1	121137347	+	0	2	3	6	18
chr8	121137401	121137500	3.76868150713644e-07	0.56	0	Inf	6.78990287815956	Inf	q24.12	FALSE	CpG: 50.chr8.121137099	TRUE	COL14A1	121137347	+	53	COL14A1	121137347	+	0	2	3	7	23
chr8	121137501	121137600	9.51565919949972e-09	0.72	0.04	58.106937447902	8.0264300068734	2565.48449367881	q24.12	FALSE	CpG: 50.chr8.121137099	TRUE	COL14A1	121137347	+	153	COL14A1	121137347	+	0	3	5	9	25
chr8	121137601	121137700	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q24.12	FALSE	CpG: 50.chr8.121137099	TRUE	COL14A1	121137347	+	253	COL14A1	121137347	+	0	4	5	10	26
chr8	121137701	121137800	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q24.12	FALSE	NA	NA	COL14A1	121137347	+	353	COL14A1	121137347	+	0	4	7	11	25
chr8	121137801	121137900	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q24.12	FALSE	NA	NA	COL14A1	121137347	+	453	COL14A1	121137347	+	0	4	8	11	27
chr8	121137901	121138000	2.71240029334045e-09	0.74	0.04	64.0342914326563	8.79652756477136	2831.69390280092	q24.12	FALSE	NA	NA	COL14A1	121137347	+	553	COL14A1	121137347	+	0	2	6	8	38
chr8	121138001	121138100	9.51565919949972e-09	0.72	0.04	58.106937447902	8.0264300068734	2565.48449367881	q24.12	FALSE	NA	NA	COL14A1	121137347	+	653	COL14A1	121137347	+	0	3	6	11	39
chr8	121138101	121138200	5.52932925565979e-08	0.68	0.04	48.3680365036895	6.74092100967879	2130.26603797867	q24.12	FALSE	NA	NA	COL14A1	121137347	+	753	COL14A1	121137347	+	0	4	6	10	39
chr8	121138201	121138300	8.1706606386889e-07	0.62	0.04	37.4440610039254	5.26196598456985	1645.61659177298	q24.12	FALSE	NA	NA	COL14A1	121137347	+	853	COL14A1	121137347	+	0	4	6	9	39
chr8	121138301	121138400	1.38541752840361e-06	0.52	0	Inf	5.80115612597983	Inf	q24.12	FALSE	NA	NA	COL14A1	121137347	+	953	COL14A1	121137347	+	0	3	5	7	39
chr8	124168801	124168900	1.02430286580253e-07	0.6	0	Inf	7.95451912844582	Inf	q24.13	FALSE	NA	NA	FAM83A	124191287	+	-22386	NA	NA	NA	0	2	7	14	24
chr8	124168901	124169000	3.76868150713644e-07	0.56	0	Inf	6.78990287815956	Inf	q24.13	FALSE	NA	NA	FAM83A	124191287	+	-22286	NA	NA	NA	0	1	3	7	24
chr8	124169001	124169100	3.76868150713644e-07	0.56	0	Inf	6.78990287815956	Inf	q24.13	FALSE	NA	NA	FAM83A	124191287	+	-22186	NA	NA	NA	0	0	2	4	21
chr8	124169101	124169200	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	q24.13	FALSE	CpG: 31.chr8.124169039	TRUE	FAM83A	124191287	+	-22086	NA	NA	NA	0	0	1	3	17
chr8	124169201	124169300	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	q24.13	FALSE	CpG: 31.chr8.124169039	TRUE	FAM83A	124191287	+	-21986	NA	NA	NA	0	0	1	3	17
chr8	128872601	128872700	2.07291887312971e-05	0.42	0.92	0.0652035324884003	0.00674496687627447	0.310615426781931	q24.21	FALSE	NA	NA	MIR1204	128808208	+	64392	NA	NA	NA	6	17	29	40	92
chr8	131961001	131961100	1.03720063146621e-05	0.54	0.04	27.1548788159106	3.83074108928244	1192.9052090041	q24.22	FALSE	NA	NA	ADCY8	132052835	-	91734	NA	NA	NA	0	4	5	11	41
chr8	131961101	131961200	1.03720063146621e-05	0.54	0.04	27.1548788159106	3.83074108928244	1192.9052090041	q24.22	FALSE	NA	NA	ADCY8	132052835	-	91634	NA	NA	NA	0	3	6	15	31
chr8	131961201	131961300	1.03720063146621e-05	0.54	0.04	27.1548788159106	3.83074108928244	1192.9052090041	q24.22	FALSE	NA	NA	ADCY8	132052835	-	91534	NA	NA	NA	0	4	6	15	31
chr8	131961301	131961400	2.4255335275299e-05	0.52	0.04	25.099990242656	3.540291834278	1102.9641056649	q24.22	FALSE	NA	NA	ADCY8	132052835	-	91434	NA	NA	NA	0	4	6	14	31
chr8	132051801	132051900	1.47829946898993e-05	0.74	0.2	10.9447692086972	3.17589236866555	45.3397951955203	q24.22	FALSE	NA	NA	ADCY8	132052835	-	934	ADCY8	132052835	-	1	6	15	23	41
chr8	132051901	132052000	4.95005219894796e-06	0.76	0.2	12.1385640054011	3.48968798889379	50.8888523503821	q24.22	FALSE	NA	NA	ADCY8	132052835	-	834	ADCY8	132052835	-	2	4	17	23	31
chr8	132052001	132052100	3.29980582110885e-07	0.78	0.16	17.6753813259709	4.70035813964314	86.0097013117329	q24.22	FALSE	NA	NA	ADCY8	132052835	-	734	ADCY8	132052835	-	2	4	13	19	30
chr8	132052101	132052200	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q24.22	FALSE	NA	NA	ADCY8	132052835	-	634	ADCY8	132052835	-	0	2	7	15	29
chr8	132052201	132052300	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q24.22	FALSE	NA	NA	ADCY8	132052835	-	534	ADCY8	132052835	-	0	2	5	12	26
chr8	132052301	132052400	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	434	ADCY8	132052835	-	0	2	3	7	20
chr8	132052401	132052500	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	334	ADCY8	132052835	-	0	2	3	7	35
chr8	132052501	132052600	2.06330384847420e-09	0.68	0	Inf	11.0515348517354	Inf	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	234	ADCY8	132052835	-	0	1	3	6	39
chr8	132052601	132052700	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	134	ADCY8	132052835	-	0	1	3	6	34
chr8	132052701	132052800	3.29980582110885e-07	0.78	0.16	17.6753813259709	4.70035813964314	86.0097013117329	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	34	ADCY8	132052835	-	0	1	5	10	41
chr8	132052801	132052900	4.21534582126998e-08	0.82	0.16	22.4955437223942	5.81038218139811	113.410934224911	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	0	ADCY8	132052835	-	0	1	6	13	49
chr8	132052901	132053000	3.93731032948067e-06	0.84	0.28	12.8759754487303	3.7430727811681	50.5727791784212	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-65	ADCY8	132052835	-	0	1	6	13	49
chr8	132053001	132053100	1.44143425904024e-05	0.84	0.32	10.689046363317	3.1741643670142	40.453899678891	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-165	ADCY8	132052835	-	0	1	6	13	56
chr8	132053101	132053200	1.44143425904024e-05	0.84	0.32	10.689046363317	3.1741643670142	40.453899678891	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-265	ADCY8	132052835	-	0	1	6	13	50
chr8	132053201	132053300	1.53366343296813e-06	0.88	0.32	14.7852644548975	4.117522693746	61.9960915644489	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-365	ADCY8	132052835	-	0	2	6	13	50
chr8	132053301	132053400	4.65957020862008e-07	0.9	0.32	18.0416069083594	4.78539306982739	82.2417394999971	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-465	ADCY8	132052835	-	0	3	6	16	52
chr8	132053401	132053500	1.83534102165731e-07	0.86	0.24	18.3359385734931	5.03738485303138	79.0966534122784	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-565	ADCY8	132052835	-	0	1	6	16	48
chr8	132053501	132053600	3.97451018898934e-06	0.8	0.24	12.1143473300275	3.55252466515601	47.9085680068136	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-665	ADCY8	132052835	-	0	1	3	7	17
chr8	132053601	132053700	4.13411953362151e-09	0.86	0.16	29.9491402796861	7.39372144831654	159.006965274584	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-765	ADCY8	132052835	-	0	1	3	7	15
chr8	132053701	132053800	1.40007861031758e-14	0.88	0	Inf	32.0071259874135	Inf	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-865	ADCY8	132052835	-	0	1	4	9	15
chr8	132053801	132053900	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-965	ADCY8	132052835	-	0	1	4	11	22
chr8	132053901	132054000	1.40007861031758e-14	0.88	0	Inf	32.0071259874135	Inf	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-1065	ADCY8	132052835	-	0	2	4	10	29
chr8	132054001	132054100	2.70982956835662e-15	0.9	0	Inf	37.4025410627682	Inf	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-1165	ADCY8	132052835	-	0	1	3	11	29
chr8	132054101	132054200	1.83614313855886e-14	0.92	0.04	229.908012810991	26.8305741529044	10509.9829087958	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-1265	ADCY8	132052835	-	0	2	3	15	31
chr8	132054201	132054300	2.0385860957949e-12	0.9	0.08	90.8305887990004	16.11020592739	1007.59948513629	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-1365	ADCY8	132052835	-	0	2	5	18	31
chr8	132054301	132054400	2.0385860957949e-12	0.9	0.08	90.8305887990004	16.11020592739	1007.59948513629	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-1465	ADCY8	132052835	-	0	2	5	18	31
chr8	132054401	132054500	2.0385860957949e-12	0.9	0.08	90.8305887990004	16.11020592739	1007.59948513629	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-1565	ADCY8	132052835	-	0	2	5	15	32
chr8	132054501	132054600	2.0385860957949e-12	0.9	0.08	90.8305887990004	16.11020592739	1007.59948513629	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-1665	ADCY8	132052835	-	0	3	7	12	31
chr8	132054601	132054700	3.88355353403929e-11	0.86	0.08	64.0101891823486	12.0659412433866	667.703773471697	q24.22	FALSE	CpG: 208.chr8.132052203	TRUE	ADCY8	132052835	-	-1765	ADCY8	132052835	-	0	2	4	11	27
chr8	132054701	132054800	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	q24.22	FALSE	NA	NA	ADCY8	132052835	-	-1865	ADCY8	132052835	-	0	1	3	11	22
chr8	132054801	132054900	5.09971513408386e-08	0.74	0.08	30.9194839757371	6.30827485026034	304.205155083754	q24.22	FALSE	NA	NA	ADCY8	132052835	-	-1965	ADCY8	132052835	-	0	1	4	10	23
chr8	132054901	132055000	3.76868150713644e-07	0.56	0	Inf	6.78990287815956	Inf	q24.22	FALSE	NA	NA	ADCY8	132052835	-	-2065	ADCY8	132052835	-	0	1	3	6	12
chr8	139508601	139508700	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	q24.23	FALSE	NA	NA	FAM135B	139509065	-	364	FAM135B	139509065	-	0	0	2	3	10
chr8	139508701	139508800	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	q24.23	FALSE	NA	NA	FAM135B	139509065	-	264	FAM135B	139509065	-	0	1	2	4	12
chr8	139508801	139508900	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q24.23	FALSE	CpG: 94.chr8.139508795	TRUE	FAM135B	139509065	-	164	FAM135B	139509065	-	0	1	2	5	10
chr8	139508901	139509000	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q24.23	FALSE	CpG: 94.chr8.139508795	TRUE	FAM135B	139509065	-	64	FAM135B	139509065	-	0	1	2	5	10
